FName,LName,Team,OppTeam,GamePoints,GameAssists,GameRebounds,GmPointsFor,GmPointsAgainst,Year
Damian,Lillard,Portland Trail Blazers,Atlanta Hawks,10,10,0,69,62,2005,
Damian,Lillard,Portland Trail Blazers,Phoenix Suns,10,1,14,93,87,2012,
Damian,Lillard,Portland Trail Blazers,Cleveland Cavaliers,9,2,5,85,79,2016,
Damian,Lillard,Portland Trail Blazers,San Antonio Spurs,8,8,3,55,90,2012,
Damian,Lillard,Portland Trail Blazers,Los Angeles Clippers,4,6,12,109,100,2013,
Damian,Lillard,Portland Trail Blazers,Philadelphia 76ers,0,8,7,61,104,2015,
Damian,Lillard,Portland Trail Blazers,Washington Wizards,5,0,2,94,60,2006,
Joel,Embiid,Philadelphia 76ers,Houston Rockets,7,6,2,62,93,2016,
Joel,Embiid,Philadelphia 76ers,Sacramento Kings,9,0,1,96,71,2000,
Joel,Embiid,Philadelphia 76ers,Miami Heat,10,3,1,96,65,2003,
Joel,Embiid,Philadelphia 76ers,Washington Wizards,10,1,5,100,84,2002,
Joel,Embiid,Philadelphia 76ers,Toronto Raptors,3,13,10,58,75,2018,
Joel,Embiid,Philadelphia 76ers,Indiana Pacers,1,9,5,104,70,2009,
Joel,Embiid,Philadelphia 76ers,Brooklyn Nets,11,7,0,98,99,2011,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,14,3,12,59,68,2005,
Joel,Embiid,Philadelphia 76ers,Atlanta Hawks,3,13,8,86,51,2018,
Joel,Embiid,Philadelphia 76ers,Utah Jazz,2,1,8,56,51,2012,
Joel,Embiid,Philadelphia 76ers,Miami Heat,9,12,7,102,101,2009,
Joel,Embiid,Philadelphia 76ers,Los Angeles Clippers,6,2,4,67,81,2015,
Joel,Embiid,Philadelphia 76ers,Brooklyn Nets,14,8,7,79,83,2002,
Joel,Embiid,Philadelphia 76ers,Memphis Grizzlies,13,5,1,81,87,2010,
Joel,Embiid,Philadelphia 76ers,Phoenix Suns,17,3,4,77,73,2005,
Joel,Embiid,Philadelphia 76ers,Boston Celtics,19,4,14,69,55,2013,
Joel,Embiid,Philadelphia 76ers,Minnesota Timberwolves,14,11,7,83,102,2013,
Joel,Embiid,Philadelphia 76ers,Portland Trail Blazers,7,0,8,68,96,2013,
Joel,Embiid,Philadelphia 76ers,Atlanta Hawks,6,13,14,70,85,2005,
Joel,Embiid,Philadelphia 76ers,Indiana Pacers,19,10,0,99,109,2013,
Joel,Embiid,Philadelphia 76ers,Oklahoma City Thunder,17,10,6,98,85,2004,
Joel,Embiid,Philadelphia 76ers,Denver Nuggets,1,4,12,77,64,2004,
Joel,Embiid,Philadelphia 76ers,Houston Rockets,5,10,3,104,90,2001,
Joel,Embiid,Philadelphia 76ers,Portland Trail Blazers,10,6,7,74,80,2006,
Joel,Embiid,Philadelphia 76ers,Boston Celtics,16,8,3,69,94,2015,
Joel,Embiid,Philadelphia 76ers,Memphis Grizzlies,0,1,0,71,92,2004,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,17,5,9,84,80,2003,
Joel,Embiid,Philadelphia 76ers,Sacramento Kings,15,6,10,62,67,2009,
Joel,Embiid,Philadelphia 76ers,New York Knicks,1,2,4,79,105,2006,
Joel,Embiid,Philadelphia 76ers,Boston Celtics,18,5,9,53,97,2013,
Joel,Embiid,Philadelphia 76ers,Atlanta Hawks,11,4,6,88,54,2005,
Joel,Embiid,Philadelphia 76ers,Memphis Grizzlies,1,3,5,70,53,2000,
Joel,Embiid,Philadelphia 76ers,Memphis Grizzlies,13,3,3,51,52,2008,
Joel,Embiid,Philadelphia 76ers,Indiana Pacers,19,10,2,99,63,2017,
Joel,Embiid,Philadelphia 76ers,Chicago Bulls,12,7,4,73,67,2010,
Joel,Embiid,Philadelphia 76ers,New York Knicks,0,0,11,99,71,2006,
Joel,Embiid,Philadelphia 76ers,Boston Celtics,15,8,13,58,97,2004,
Joel,Embiid,Philadelphia 76ers,Orlando Magic,11,6,0,80,88,2012,
Joel,Embiid,Philadelphia 76ers,Washington Wizards,5,5,10,58,78,2012,
Joel,Embiid,Philadelphia 76ers,Orlando Magic,3,14,13,63,60,2015,
Joel,Embiid,Philadelphia 76ers,Los Angeles Clippers,13,11,13,80,105,2004,
Joel,Embiid,Philadelphia 76ers,Charlotte Bobcats,7,3,11,87,109,2017,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,5,4,14,86,60,2014,
Joel,Embiid,Philadelphia 76ers,Minnesota Timberwolves,5,7,14,63,108,2005,
Joel,Embiid,Philadelphia 76ers,New York Knicks,13,7,14,90,99,2016,
Joel,Embiid,Philadelphia 76ers,Cleveland Cavaliers,2,10,10,84,54,2016,
Joel,Embiid,Philadelphia 76ers,Portland Trail Blazers,16,8,14,67,69,2017,
Joel,Embiid,Philadelphia 76ers,Golden State Warriors,19,3,9,85,65,2011,
Joel,Embiid,Philadelphia 76ers,Milwaukee Bucks,2,3,6,77,76,2013,
Joel,Embiid,Philadelphia 76ers,Indiana Pacers,9,13,8,65,82,2018,
Joel,Embiid,Philadelphia 76ers,Miami Heat,0,5,1,77,100,2008,
Joel,Embiid,Philadelphia 76ers,Los Angeles Clippers,1,5,8,50,76,2003,
Joel,Embiid,Philadelphia 76ers,Sacramento Kings,12,6,11,76,109,2002,
Joel,Embiid,Philadelphia 76ers,Oklahoma City Thunder,16,7,5,104,85,2016,
Joel,Embiid,Philadelphia 76ers,Atlanta Hawks,7,0,10,88,72,2006,
Joel,Embiid,Philadelphia 76ers,Sacramento Kings,0,9,13,86,81,2017,
Joel,Embiid,Philadelphia 76ers,Los Angeles Clippers,11,11,0,55,98,2002,
Joel,Embiid,Philadelphia 76ers,Charlotte Bobcats,13,1,2,54,72,2012,
Joel,Embiid,Philadelphia 76ers,Brooklyn Nets,2,10,7,73,57,2006,
Joel,Embiid,Philadelphia 76ers,Houston Rockets,16,12,7,104,55,2002,
Joel,Embiid,Philadelphia 76ers,San Antonio Spurs,10,8,5,70,72,2009,
Joel,Embiid,Philadelphia 76ers,New York Knicks,1,1,9,61,58,2011,
Joel,Embiid,Philadelphia 76ers,Charlotte Bobcats,7,6,9,95,85,2001,
Joel,Embiid,Philadelphia 76ers,San Antonio Spurs,9,13,11,108,60,2000,
Joel,Embiid,Philadelphia 76ers,Chicago Bulls,2,13,10,71,87,2001,
Joel,Embiid,Philadelphia 76ers,Cleveland Cavaliers,14,5,6,53,65,2005,
Joel,Embiid,Philadelphia 76ers,New York Knicks,7,11,1,107,68,2006,
Joel,Embiid,Philadelphia 76ers,Denver Nuggets,4,11,1,73,95,2015,
Joel,Embiid,Philadelphia 76ers,Los Angeles Lakers,14,13,13,59,64,2009,
Joel,Embiid,Philadelphia 76ers,Sacramento Kings,4,4,7,57,96,2005,
Joel,Embiid,Philadelphia 76ers,Memphis Grizzlies,17,8,2,89,108,2014,
Joel,Embiid,Philadelphia 76ers,Dallas Mavericks,17,9,7,54,109,2001,
Joel,Embiid,Philadelphia 76ers,Houston Rockets,14,13,9,81,56,2014,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,1,11,4,78,89,2002,
Joel,Embiid,Philadelphia 76ers,Memphis Grizzlies,11,9,6,102,85,2015,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,17,8,12,64,54,2017,
Joel,Embiid,Philadelphia 76ers,Minnesota Timberwolves,19,8,5,75,65,2001,
Joel,Embiid,Philadelphia 76ers,Los Angeles Clippers,1,3,7,78,73,2013,
Joel,Embiid,Philadelphia 76ers,Toronto Raptors,7,4,2,96,87,2018,
Joel,Embiid,Philadelphia 76ers,New York Knicks,3,11,13,73,58,2008,
Joel,Embiid,Philadelphia 76ers,Oklahoma City Thunder,5,1,5,62,91,2017,
Joel,Embiid,Philadelphia 76ers,Milwaukee Bucks,16,6,2,101,73,2008,
Joel,Embiid,Philadelphia 76ers,Toronto Raptors,12,10,6,53,103,2007,
Joel,Embiid,Philadelphia 76ers,Cleveland Cavaliers,16,12,14,87,83,2003,
Joel,Embiid,Philadelphia 76ers,Utah Jazz,3,2,3,65,54,2002,
Joel,Embiid,Philadelphia 76ers,Toronto Raptors,17,6,12,50,50,2014,
Joel,Embiid,Philadelphia 76ers,Milwaukee Bucks,12,8,8,95,60,2007,
Joel,Embiid,Philadelphia 76ers,Oklahoma City Thunder,8,14,6,97,109,2013,
Joel,Embiid,Philadelphia 76ers,Minnesota Timberwolves,2,7,12,59,57,2009,
Joel,Embiid,Philadelphia 76ers,Dallas Mavericks,11,7,5,63,93,2016,
Joel,Embiid,Philadelphia 76ers,Indiana Pacers,19,5,7,50,69,2013,
Joel,Embiid,Philadelphia 76ers,Oklahoma City Thunder,12,11,2,84,57,2007,
Joel,Embiid,Philadelphia 76ers,Minnesota Timberwolves,18,1,6,59,98,2002,
Joel,Embiid,Philadelphia 76ers,Memphis Grizzlies,11,7,3,72,65,2012,
Joel,Embiid,Philadelphia 76ers,Utah Jazz,17,12,14,86,56,2004,
Joel,Embiid,Philadelphia 76ers,Oklahoma City Thunder,9,12,4,93,78,2004,
Joel,Embiid,Philadelphia 76ers,Detroit Pistons,10,12,7,83,54,2018,
Joel,Embiid,Philadelphia 76ers,Los Angeles Clippers,5,9,9,72,77,2000,
Joel,Embiid,Philadelphia 76ers,Miami Heat,3,6,4,90,105,2003,
Joel,Embiid,Philadelphia 76ers,Phoenix Suns,6,1,6,76,100,2017,
Joel,Embiid,Philadelphia 76ers,Cleveland Cavaliers,15,13,4,91,107,2008,
Joel,Embiid,Philadelphia 76ers,Orlando Magic,15,3,11,103,77,2006,
Joel,Embiid,Philadelphia 76ers,Orlando Magic,3,13,7,60,95,2009,
Joel,Embiid,Philadelphia 76ers,Sacramento Kings,6,2,10,51,79,2003,
Joel,Embiid,Philadelphia 76ers,Washington Wizards,13,1,13,81,74,2005,
Joel,Embiid,Philadelphia 76ers,Brooklyn Nets,2,0,14,107,81,2015,
Joel,Embiid,Philadelphia 76ers,Brooklyn Nets,9,5,0,95,104,2004,
Joel,Embiid,Philadelphia 76ers,Los Angeles Clippers,5,8,2,90,104,2015,
Joel,Embiid,Philadelphia 76ers,Atlanta Hawks,17,12,2,54,93,2003,
Joel,Embiid,Philadelphia 76ers,Toronto Raptors,3,7,8,63,84,2010,
Joel,Embiid,Philadelphia 76ers,San Antonio Spurs,16,10,3,91,67,2001,
Joel,Embiid,Philadelphia 76ers,New York Knicks,5,10,6,103,90,2003,
Joel,Embiid,Philadelphia 76ers,Cleveland Cavaliers,10,5,2,97,106,2008,
Joel,Embiid,Philadelphia 76ers,Denver Nuggets,19,3,0,73,52,2016,
Joel,Embiid,Philadelphia 76ers,Denver Nuggets,9,3,14,72,51,2017,
Joel,Embiid,Philadelphia 76ers,Phoenix Suns,0,0,6,52,74,2001,
Joel,Embiid,Philadelphia 76ers,Detroit Pistons,1,4,8,102,55,2011,
Joel,Embiid,Philadelphia 76ers,Portland Trail Blazers,18,0,3,51,96,2000,
Joel,Embiid,Philadelphia 76ers,Washington Wizards,10,11,8,65,85,2006,
Joel,Embiid,Philadelphia 76ers,Detroit Pistons,13,12,7,89,74,2000,
Joel,Embiid,Philadelphia 76ers,Phoenix Suns,3,8,13,82,59,2014,
Joel,Embiid,Philadelphia 76ers,Houston Rockets,9,10,1,79,64,2005,
Joel,Embiid,Philadelphia 76ers,Chicago Bulls,7,11,12,88,77,2017,
Joel,Embiid,Philadelphia 76ers,Sacramento Kings,2,5,0,71,82,2006,
Joel,Embiid,Philadelphia 76ers,Sacramento Kings,14,12,4,78,58,2000,
Joel,Embiid,Philadelphia 76ers,Milwaukee Bucks,17,1,7,107,65,2014,
Joel,Embiid,Philadelphia 76ers,San Antonio Spurs,6,13,2,53,71,2001,
Joel,Embiid,Philadelphia 76ers,Los Angeles Clippers,8,0,9,54,53,2017,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,15,3,14,56,86,2007,
Joel,Embiid,Philadelphia 76ers,Portland Trail Blazers,18,14,9,82,71,2002,
Joel,Embiid,Philadelphia 76ers,Dallas Mavericks,6,3,1,60,79,2004,
Joel,Embiid,Philadelphia 76ers,Golden State Warriors,1,3,1,70,70,2009,
Joel,Embiid,Philadelphia 76ers,Golden State Warriors,5,2,5,80,99,2007,
Joel,Embiid,Philadelphia 76ers,Boston Celtics,16,1,0,68,78,2009,
Joel,Embiid,Philadelphia 76ers,Charlotte Bobcats,9,7,8,66,73,2004,
Joel,Embiid,Philadelphia 76ers,Miami Heat,8,11,11,52,74,2003,
Joel,Embiid,Philadelphia 76ers,Dallas Mavericks,12,8,8,69,104,2017,
Joel,Embiid,Philadelphia 76ers,Orlando Magic,4,1,0,94,105,2006,
Joel,Embiid,Philadelphia 76ers,Oklahoma City Thunder,6,11,11,76,73,2009,
Joel,Embiid,Philadelphia 76ers,New York Knicks,17,8,4,108,54,2009,
Joel,Embiid,Philadelphia 76ers,San Antonio Spurs,1,13,0,100,62,2008,
Joel,Embiid,Philadelphia 76ers,Charlotte Bobcats,8,7,11,104,58,2011,
Joel,Embiid,Philadelphia 76ers,Detroit Pistons,12,1,10,73,96,2008,
Joel,Embiid,Philadelphia 76ers,Atlanta Hawks,18,7,9,52,94,2009,
Joel,Embiid,Philadelphia 76ers,Boston Celtics,14,0,9,75,96,2002,
Joel,Embiid,Philadelphia 76ers,Boston Celtics,0,5,6,61,105,2010,
Joel,Embiid,Philadelphia 76ers,Golden State Warriors,14,1,10,90,89,2002,
Joel,Embiid,Philadelphia 76ers,San Antonio Spurs,2,2,14,97,89,2016,
Joel,Embiid,Philadelphia 76ers,Los Angeles Clippers,13,9,14,59,84,2011,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,3,12,5,71,101,2008,
Joel,Embiid,Philadelphia 76ers,Milwaukee Bucks,15,3,11,88,52,2018,
Joel,Embiid,Philadelphia 76ers,Portland Trail Blazers,7,6,12,106,85,2008,
Joel,Embiid,Philadelphia 76ers,San Antonio Spurs,11,10,11,55,65,2018,
Joel,Embiid,Philadelphia 76ers,Portland Trail Blazers,11,6,1,96,77,2011,
Joel,Embiid,Philadelphia 76ers,Orlando Magic,9,11,1,108,104,2017,
Joel,Embiid,Philadelphia 76ers,Charlotte Bobcats,3,0,13,55,107,2016,
Joel,Embiid,Philadelphia 76ers,Miami Heat,11,9,13,83,106,2000,
Joel,Embiid,Philadelphia 76ers,Boston Celtics,15,14,6,71,75,2000,
Joel,Embiid,Philadelphia 76ers,Oklahoma City Thunder,6,0,11,57,81,2001,
Joel,Embiid,Philadelphia 76ers,Golden State Warriors,15,13,4,105,73,2008,
Joel,Embiid,Philadelphia 76ers,Toronto Raptors,19,8,4,104,59,2004,
Joel,Embiid,Philadelphia 76ers,Sacramento Kings,6,0,5,68,92,2006,
Joel,Embiid,Philadelphia 76ers,Golden State Warriors,19,5,1,63,87,2001,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,2,10,13,85,50,2005,
Joel,Embiid,Philadelphia 76ers,Indiana Pacers,11,1,2,101,80,2002,
Joel,Embiid,Philadelphia 76ers,Denver Nuggets,13,6,13,87,95,2006,
Joel,Embiid,Philadelphia 76ers,Los Angeles Lakers,11,3,2,59,73,2001,
Joel,Embiid,Philadelphia 76ers,Los Angeles Lakers,19,9,5,81,109,2010,
Joel,Embiid,Philadelphia 76ers,Washington Wizards,13,5,8,87,77,2010,
Joel,Embiid,Philadelphia 76ers,Minnesota Timberwolves,9,12,7,63,57,2000,
Joel,Embiid,Philadelphia 76ers,Milwaukee Bucks,0,5,8,86,98,2000,
Joel,Embiid,Philadelphia 76ers,Portland Trail Blazers,8,14,0,61,69,2017,
Joel,Embiid,Philadelphia 76ers,Los Angeles Lakers,19,13,12,89,102,2011,
Joel,Embiid,Philadelphia 76ers,Toronto Raptors,7,9,11,89,96,2008,
Joel,Embiid,Philadelphia 76ers,Toronto Raptors,11,4,4,65,53,2013,
Joel,Embiid,Philadelphia 76ers,Denver Nuggets,5,3,4,69,101,2002,
Joel,Embiid,Philadelphia 76ers,Memphis Grizzlies,16,9,6,91,93,2010,
Joel,Embiid,Philadelphia 76ers,Boston Celtics,16,9,4,67,78,2015,
Joel,Embiid,Philadelphia 76ers,Memphis Grizzlies,2,0,8,53,108,2003,
Joel,Embiid,Philadelphia 76ers,Oklahoma City Thunder,9,6,3,74,101,2006,
Joel,Embiid,Philadelphia 76ers,Portland Trail Blazers,0,0,2,72,104,2018,
Joel,Embiid,Philadelphia 76ers,Dallas Mavericks,17,0,5,101,71,2011,
Joel,Embiid,Philadelphia 76ers,Oklahoma City Thunder,14,9,10,88,67,2010,
Joel,Embiid,Philadelphia 76ers,Brooklyn Nets,14,8,5,51,89,2007,
Joel,Embiid,Philadelphia 76ers,Detroit Pistons,18,11,5,98,70,2016,
Joel,Embiid,Philadelphia 76ers,San Antonio Spurs,2,10,9,61,74,2009,
Joel,Embiid,Philadelphia 76ers,Dallas Mavericks,17,13,14,66,86,2015,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,9,1,3,74,88,2009,
Joel,Embiid,Philadelphia 76ers,Washington Wizards,4,11,10,73,98,2011,
Joel,Embiid,Philadelphia 76ers,Oklahoma City Thunder,12,8,4,99,95,2001,
Joel,Embiid,Philadelphia 76ers,Denver Nuggets,8,7,4,60,106,2012,
Joel,Embiid,Philadelphia 76ers,Washington Wizards,17,2,10,76,54,2005,
Joel,Embiid,Philadelphia 76ers,Orlando Magic,6,8,1,59,108,2017,
Joel,Embiid,Philadelphia 76ers,Milwaukee Bucks,1,9,4,76,82,2013,
Joel,Embiid,Philadelphia 76ers,Charlotte Bobcats,14,4,5,61,99,2017,
Joel,Embiid,Philadelphia 76ers,Dallas Mavericks,10,3,7,75,109,2013,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,0,8,7,98,61,2017,
Joel,Embiid,Philadelphia 76ers,Dallas Mavericks,16,7,14,69,90,2011,
Joel,Embiid,Philadelphia 76ers,New York Knicks,7,10,0,69,58,2013,
Joel,Embiid,Philadelphia 76ers,Cleveland Cavaliers,14,0,4,88,102,2011,
Joel,Embiid,Philadelphia 76ers,Phoenix Suns,14,8,8,74,88,2017,
Joel,Embiid,Philadelphia 76ers,New York Knicks,12,2,10,105,55,2012,
Joel,Embiid,Philadelphia 76ers,Golden State Warriors,12,12,8,85,78,2013,
Joel,Embiid,Philadelphia 76ers,Oklahoma City Thunder,19,3,12,53,56,2010,
Joel,Embiid,Philadelphia 76ers,Indiana Pacers,13,10,9,86,87,2011,
Joel,Embiid,Philadelphia 76ers,New York Knicks,16,5,2,59,57,2018,
Joel,Embiid,Philadelphia 76ers,Houston Rockets,17,10,1,97,107,2011,
Joel,Embiid,Philadelphia 76ers,Utah Jazz,0,9,10,108,91,2012,
Joel,Embiid,Philadelphia 76ers,Detroit Pistons,2,7,0,107,99,2012,
Joel,Embiid,Philadelphia 76ers,Boston Celtics,3,5,8,59,108,2002,
Joel,Embiid,Philadelphia 76ers,Toronto Raptors,19,3,5,102,90,2008,
Joel,Embiid,Philadelphia 76ers,Memphis Grizzlies,14,14,14,97,81,2010,
Joel,Embiid,Philadelphia 76ers,Washington Wizards,14,14,5,90,75,2003,
Joel,Embiid,Philadelphia 76ers,Detroit Pistons,15,6,11,50,79,2008,
Joel,Embiid,Philadelphia 76ers,Sacramento Kings,1,13,1,93,74,2000,
Joel,Embiid,Philadelphia 76ers,Golden State Warriors,11,12,14,75,109,2004,
Joel,Embiid,Philadelphia 76ers,Denver Nuggets,15,12,5,69,50,2016,
Joel,Embiid,Philadelphia 76ers,Orlando Magic,7,1,5,56,72,2017,
Joel,Embiid,Philadelphia 76ers,Minnesota Timberwolves,2,1,2,100,78,2015,
Joel,Embiid,Philadelphia 76ers,Milwaukee Bucks,2,8,8,108,103,2007,
Joel,Embiid,Philadelphia 76ers,New York Knicks,9,1,12,55,107,2008,
Joel,Embiid,Philadelphia 76ers,Denver Nuggets,13,11,9,50,52,2006,
Joel,Embiid,Philadelphia 76ers,Sacramento Kings,15,11,7,57,89,2011,
Joel,Embiid,Philadelphia 76ers,Indiana Pacers,10,4,3,68,81,2017,
Joel,Embiid,Philadelphia 76ers,Sacramento Kings,10,13,12,94,96,2015,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,0,10,14,90,102,2005,
Joel,Embiid,Philadelphia 76ers,Indiana Pacers,12,3,1,86,57,2003,
Joel,Embiid,Philadelphia 76ers,Milwaukee Bucks,17,7,5,75,72,2011,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,17,3,5,96,60,2012,
Joel,Embiid,Philadelphia 76ers,Portland Trail Blazers,0,4,2,56,108,2007,
Joel,Embiid,Philadelphia 76ers,Chicago Bulls,0,4,7,90,62,2010,
Joel,Embiid,Philadelphia 76ers,Sacramento Kings,15,2,10,78,105,2016,
Joel,Embiid,Philadelphia 76ers,Golden State Warriors,19,14,13,62,50,2012,
Joel,Embiid,Philadelphia 76ers,Miami Heat,3,9,1,65,97,2016,
Joel,Embiid,Philadelphia 76ers,Miami Heat,11,2,1,52,69,2009,
Joel,Embiid,Philadelphia 76ers,Phoenix Suns,18,13,2,59,58,2009,
Joel,Embiid,Philadelphia 76ers,Phoenix Suns,5,10,8,65,98,2017,
Joel,Embiid,Philadelphia 76ers,Los Angeles Lakers,17,13,11,91,87,2018,
Joel,Embiid,Philadelphia 76ers,Boston Celtics,5,11,10,53,56,2015,
Joel,Embiid,Philadelphia 76ers,Washington Wizards,13,5,4,95,98,2003,
Joel,Embiid,Philadelphia 76ers,Indiana Pacers,17,14,11,97,73,2000,
Joel,Embiid,Philadelphia 76ers,Los Angeles Lakers,10,7,8,80,87,2017,
Joel,Embiid,Philadelphia 76ers,Oklahoma City Thunder,8,6,11,56,78,2001,
Joel,Embiid,Philadelphia 76ers,Dallas Mavericks,8,7,10,73,82,2010,
Joel,Embiid,Philadelphia 76ers,Detroit Pistons,19,7,1,51,65,2010,
Joel,Embiid,Philadelphia 76ers,Utah Jazz,16,9,14,67,54,2018,
Joel,Embiid,Philadelphia 76ers,Washington Wizards,12,14,14,85,109,2011,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,12,2,8,91,99,2011,
Joel,Embiid,Philadelphia 76ers,Memphis Grizzlies,13,1,9,106,78,2003,
Joel,Embiid,Philadelphia 76ers,Milwaukee Bucks,15,3,3,57,56,2001,
Joel,Embiid,Philadelphia 76ers,Orlando Magic,11,1,2,62,75,2014,
Joel,Embiid,Philadelphia 76ers,Miami Heat,13,13,12,108,109,2013,
Joel,Embiid,Philadelphia 76ers,Portland Trail Blazers,19,4,11,60,84,2010,
Joel,Embiid,Philadelphia 76ers,Los Angeles Lakers,7,10,12,83,89,2014,
Joel,Embiid,Philadelphia 76ers,Denver Nuggets,18,11,1,81,84,2011,
Joel,Embiid,Philadelphia 76ers,New York Knicks,12,8,6,95,108,2013,
Joel,Embiid,Philadelphia 76ers,Detroit Pistons,1,11,4,89,52,2004,
Joel,Embiid,Philadelphia 76ers,Denver Nuggets,4,12,4,64,87,2000,
Joel,Embiid,Philadelphia 76ers,Sacramento Kings,16,12,13,103,62,2003,
Joel,Embiid,Philadelphia 76ers,Washington Wizards,11,14,0,82,78,2010,
Joel,Embiid,Philadelphia 76ers,Minnesota Timberwolves,18,9,12,82,57,2014,
Joel,Embiid,Philadelphia 76ers,Sacramento Kings,7,10,6,102,52,2014,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,17,9,8,96,62,2005,
Joel,Embiid,Philadelphia 76ers,Brooklyn Nets,0,0,14,98,74,2000,
Joel,Embiid,Philadelphia 76ers,Cleveland Cavaliers,4,1,6,74,50,2007,
Joel,Embiid,Philadelphia 76ers,Los Angeles Clippers,0,12,12,84,81,2016,
Joel,Embiid,Philadelphia 76ers,Miami Heat,14,14,1,95,67,2018,
Joel,Embiid,Philadelphia 76ers,Miami Heat,18,4,5,103,78,2011,
Joel,Embiid,Philadelphia 76ers,Golden State Warriors,18,13,11,67,97,2008,
Joel,Embiid,Philadelphia 76ers,Detroit Pistons,5,14,7,67,108,2000,
Joel,Embiid,Philadelphia 76ers,Toronto Raptors,10,3,8,77,68,2005,
Joel,Embiid,Philadelphia 76ers,Charlotte Bobcats,7,8,10,100,62,2017,
Joel,Embiid,Philadelphia 76ers,Charlotte Bobcats,17,0,10,89,69,2008,
Joel,Embiid,Philadelphia 76ers,Utah Jazz,17,2,12,81,100,2014,
Joel,Embiid,Philadelphia 76ers,Phoenix Suns,1,0,14,81,97,2005,
Joel,Embiid,Philadelphia 76ers,Toronto Raptors,18,9,7,91,86,2009,
Joel,Embiid,Philadelphia 76ers,Detroit Pistons,12,7,3,91,88,2018,
Joel,Embiid,Philadelphia 76ers,Cleveland Cavaliers,1,2,13,93,109,2008,
Joel,Embiid,Philadelphia 76ers,Detroit Pistons,4,11,2,99,106,2010,
Joel,Embiid,Philadelphia 76ers,Los Angeles Clippers,8,11,10,95,53,2012,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,9,7,2,109,94,2015,
Joel,Embiid,Philadelphia 76ers,Detroit Pistons,10,1,8,96,80,2015,
Joel,Embiid,Philadelphia 76ers,Toronto Raptors,16,12,9,59,82,2013,
Joel,Embiid,Philadelphia 76ers,Boston Celtics,16,13,1,65,73,2016,
Joel,Embiid,Philadelphia 76ers,Utah Jazz,4,8,9,86,93,2005,
Joel,Embiid,Philadelphia 76ers,Sacramento Kings,0,10,6,75,68,2005,
Joel,Embiid,Philadelphia 76ers,Milwaukee Bucks,5,1,4,74,106,2012,
Joel,Embiid,Philadelphia 76ers,Portland Trail Blazers,16,13,12,101,100,2002,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,6,0,7,71,109,2017,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,13,10,5,64,94,2014,
Joel,Embiid,Philadelphia 76ers,Portland Trail Blazers,5,8,1,96,96,2000,
Joel,Embiid,Philadelphia 76ers,Denver Nuggets,9,9,9,54,93,2001,
Joel,Embiid,Philadelphia 76ers,Phoenix Suns,6,10,7,52,61,2011,
Joel,Embiid,Philadelphia 76ers,Washington Wizards,13,6,3,71,107,2016,
Joel,Embiid,Philadelphia 76ers,Sacramento Kings,17,3,9,69,51,2017,
Joel,Embiid,Philadelphia 76ers,Chicago Bulls,17,7,13,94,75,2016,
Joel,Embiid,Philadelphia 76ers,Indiana Pacers,0,13,3,51,70,2003,
Joel,Embiid,Philadelphia 76ers,Washington Wizards,19,9,8,67,91,2005,
Joel,Embiid,Philadelphia 76ers,New Orleans Hornets,1,5,6,109,56,2016,
Joel,Embiid,Philadelphia 76ers,Detroit Pistons,4,13,1,66,52,2015,
Steph,Curry,Golden State Warriors,Minnesota Timberwolves,14,7,8,76,107,2009,
Steph,Curry,Golden State Warriors,Indiana Pacers,12,2,14,98,56,2014,
Steph,Curry,Golden State Warriors,Orlando Magic,16,13,7,69,57,2014,
Steph,Curry,Golden State Warriors,Orlando Magic,4,3,13,61,66,2011,
Steph,Curry,Golden State Warriors,Washington Wizards,1,11,2,100,106,2002,
Steph,Curry,Golden State Warriors,Milwaukee Bucks,11,5,7,81,52,2001,
Steph,Curry,Golden State Warriors,Atlanta Hawks,13,0,12,77,102,2002,
Steph,Curry,Golden State Warriors,Los Angeles Lakers,1,1,2,76,86,2015,
